Country_Code,Year,Total_Docs_OA
CYM,2007,21
BTN,2007,20
DJI,2007,19
VUT,2007,19
USA,2015,981331
CHN,2015,556996
GBR,2015,283784
FRA,2015,248418
DEU,2015,246178
JPN,2015,179478
IND,2015,173019
BRA,2015,166548
CAN,2015,142104
ITA,2015,135280
ESP,2015,131342
AUS,2015,127998
KOR,2015,101506
RUS,2015,97960
POL,2015,88671
NLD,2015,78028
IRN,2015,69410
TUR,2015,61867
CHE,2015,61558
IDN,2015,59584
BEL,2015,53275
SWE,2015,49086
TWN,2015,45129
DNK,2015,43963
MEX,2015,41939
PRT,2015,36558
MYS,2015,34861
AUT,2015,32832
CZE,2015,31785
ZAF,2015,29168
NOR,2015,26934
ISR,2015,26822
FIN,2015,25852
EGY,2015,25480
COL,2015,25292
GRC,2015,25272
SGP,2015,24980
ARG,2015,24342
SAU,2015,22838
ROU,2015,21805
HKG,2015,21683
IRL,2015,20355
CHL,2015,19620
NZL,2015,19382
UKR,2015,17471
PAK,2015,17275
THA,2015,17109
HUN,2015,17057
NGA,2015,16330
TUN,2015,11981
SRB,2015,11660
SVK,2015,11404
HRV,2015,10812
DZA,2015,10384
BGD,2015,10018
SVN,2015,9178
MAR,2015,8122
CUB,2015,7586
PER,2015,7411
BGR,2015,7123
VNM,2015,6959
KEN,2015,5659
PHL,2015,5516
LTU,2015,5490
IRQ,2015,5171
ARE,2015,5145
ETH,2015,5112
ECU,2015,4805
LUX,2015,4750
QAT,2015,4744
CRI,2015,4668
LVA,2015,4138
EST,2015,3985
VEN,2015,3896
JOR,2015,3845
NPL,2015,3726
BLR,2015,3714
GHA,2015,3652
LKA,2015,3508
KAZ,2015,3460
LBN,2015,3337
CYP,2015,3151
PRI,2015,3080
URY,2015,3027
UGA,2015,2448
TZA,2015,2427
MKD,2015,2417
CMR,2015,2286
MAC,2015,2137
OMN,2015,2122
MNG,2015,2094
BIH,2015,2078
KWT,2015,1990
ISL,2015,1966
TJK,2015,1892
BOL,2015,1837
CIV,2015,1765
AZE,2015,1748
ALB,2015,1546
SDN,2015,1540
ARM,2015,1505
ZWE,2015,1477
SEN,2015,1263
MDA,2015,1253
UZB,2015,1201
BEN,2015,1190
GEO,2015,1125
SSD,2015,1115
MMR,2015,1104
PAN,2015,1074
MLT,2015,1016
PRY,2015,1001
ZMB,2015,969
MOZ,2015,961
KHM,2015,953
BFA,2015,924
VGB,2015,915
GTM,2015,907
PSE,2015,890
YEM,2015,867
MWI,2015,816
NIC,2015,778
JAM,2015,777
BWA,2015,762
HND,2015,739
LBY,2015,710
MNE,2015,689
MLI,2015,666
RWA,2015,665
BHR,2015,660
SYR,2015,658
COD,2015,639
BDI,2015,627
REU,2015,618
NER,2015,608
BRN,2015,571
GLP,2015,511
SLV,2015,469
DOM,2015,468
TTO,2015,462
MDG,2015,442
FJI,2015,410
NAM,2015,388
TGO,2015,383
AGO,2015,379
MUS,2015,346
LAO,2015,338
COG,2015,326
KGZ,2015,290
GUF,2015,288
GAB,2015,276
PNG,2015,274
PYF,2015,271
GRD,2015,240
MTQ,2015,229
NCL,2015,224
BRB,2015,218
MCO,2015,215
STP,2015,210
KNA,2015,208
LIE,2015,205
GMB,2015,195
CUW,2015,179
GRL,2015,176
AFG,2015,168
SLE,2015,146
ATG,2015,141
GIN,2015,134
SOM,2015,129
MDV,2015,123
BTN,2015,115
PRK,2015,115
HTI,2015,112
GNB,2015,109
SWZ,2015,104
TCD,2015,103
FRO,2015,102
LSO,2015,102
GUM,2015,96
BHS,2015,89
GIB,2015,82
CPV,2015,81
LBR,2015,77
ASM,2015,76
TKM,2015,63
GUY,2015,62
VUT,2015,62
BMU,2015,61
CYM,2015,60
SUR,2015,60
MRT,2015,58
SMR,2015,54
CAF,2015,53
ERI,2015,51
ABW,2015,49
SYC,2015,49
VIR,2015,48
BLZ,2015,45
SJM,2015,43
USA,2002,612628
JPN,2002,156803
GBR,2002,145980
DEU,2002,126286
FRA,2002,104117
CHN,2002,101254
CAN,2002,72228
ITA,2002,60835
AUS,2002,48306
ESP,2002,47487
RUS,2002,37692
NLD,2002,35834
BRA,2002,34613
KOR,2002,33710
IND,2002,30666
TWN,2002,27039
POL,2002,26253
SWE,2002,25413
CHE,2002,25126
BEL,2002,23022
ISR,2002,17042
MEX,2002,14640
AUT,2002,13319
HKG,2002,13181
TUR,2002,12684
DNK,2002,12511
FIN,2002,12469
GRC,2002,11606
SGP,2002,10525
CZE,2002,9866
NOR,2002,9530
PRT,2002,8677
HUN,2002,8108
NZL,2002,7942
ZAF,2002,7918
ARG,2002,7730
UKR,2002,7388
IRL,2002,6394
EGY,2002,6044
CHL,2002,5372
ROU,2002,4039
IRN,2002,3906
THA,2002,3761
SVK,2002,3733
COL,2002,3712
SVN,2002,3567
BGR,2002,3073
HRV,2002,2997
VEN,2002,2813
SRB,2002,2766
MYS,2002,2735
TUN,2002,2560
SAU,2002,2498
NGA,2002,2469
IDN,2002,2230
CUB,2002,2173
MAR,2002,2172
PAK,2002,1918
BLR,2002,1912
VNM,2002,1703
PER,2002,1565
KEN,2002,1424
DZA,2002,1410
LTU,2002,1410
PRI,2002,1160
PHL,2002,1048
BGD,2002,1043
EST,2002,1037
ETH,2002,979
CRI,2002,964
LVA,2002,895
JOR,2002,827
TZA,2002,801
KWT,2002,781
UGA,2002,740
URY,2002,721
ARM,2002,717
LBN,2002,696
GHA,2002,648
ARE,2002,645
CYP,2002,628
ISL,2002,587
LUX,2002,580
CMR,2002,571
LKA,2002,528
UZB,2002,502
QAT,2002,491
SEN,2002,460
BOL,2002,434
OMN,2002,424
KAZ,2002,423
NPL,2002,396
VGB,2002,390
MMR,2002,388
ZWE,2002,388
MDA,2002,376
ECU,2002,367
GEO,2002,364
SSD,2002,362
MKD,2002,342
PAN,2002,337
CIV,2002,327
AZE,2002,317
JAM,2002,317
BEN,2002,279
BIH,2002,257
MOZ,2002,256
TJK,2002,251
BWA,2002,247
MLI,2002,245
ZMB,2002,236
MWI,2002,218
SDN,2002,211
NER,2002,209
MNG,2002,207
IRQ,2002,205
GTM,2002,204
SLV,2002,201
BDI,2002,196
MLT,2002,189
SYR,2002,181
TTO,2002,177
KHM,2002,173
BFA,2002,172
PRY,2002,170
REU,2002,170
PSE,2002,156
GLP,2002,154
BHR,2002,146
NIC,2002,144
MAC,2002,134
RWA,2002,121
BRN,2002,116
DOM,2002,116
MDG,2002,114
MNE,2002,106
YEM,2002,102
ALB,2002,98
COG,2002,94
BRB,2002,88
GAB,2002,88
MUS,2002,86
PNG,2002,86
HND,2002,82
GMB,2002,80
COD,2002,75
KGZ,2002,73
LBY,2002,72
TGO,2002,72
LAO,2002,69
FJI,2002,68
BLZ,2002,67
GUF,2002,67
GNB,2002,67
GUM,2002,61
CUW,2002,56
GIN,2002,55
MCO,2002,55
NCL,2002,54
NAM,2002,52
STP,2002,48
GRL,2002,43
AGO,2002,42
PYF,2002,41
CAF,2002,39
AFG,2002,38
LIE,2002,38
BMU,2002,37
MTQ,2002,36
SOM,2002,36
SWZ,2002,35
IMN,2002,31
TCD,2002,31
LBR,2002,30
ERI,2002,29
LSO,2002,28
SYC,2002,27
SLE,2002,24
MSR,2002,23
BHS,2002,22
TKM,2002,22
GIB,2002,20
PRK,2002,19
FLK,2002,18
GNQ,2002,18
GRD,2002,17
KNA,2002,16
CYM,2002,16
FRO,2002,15
GUY,2002,14
HTI,2002,14
VUT,2002,14
CPV,2002,13
MRT,2002,13
MDV,2002,13
SJM,2002,13
JEY,2002,11
WSM,2002,11
ASM,2002,10
USA,2016,994796
CHN,2016,481237
GBR,2016,300141
DEU,2016,264294
FRA,2016,258616
IND,2016,195255
BRA,2016,183385
JPN,2016,181907
CAN,2016,150654
ITA,2016,140031
ESP,2016,135317
AUS,2016,134602
RUS,2016,111756
KOR,2016,99992
POL,2016,92754
IDN,2016,85600
NLD,2016,81304
IRN,2016,76967
TUR,2016,68336
CHE,2016,64031
SWE,2016,54442
BEL,2016,54404
DNK,2016,46375
MEX,2016,45010
TWN,2016,43705
PRT,2016,38240
AUT,2016,35562
MYS,2016,34908
CZE,2016,33154
ZAF,2016,32075
EGY,2016,29491
NOR,2016,29441
ISR,2016,28669
FIN,2016,27153
GRC,2016,26849
ARG,2016,26241
COL,2016,25978
SGP,2016,25968
SAU,2016,24541
HKG,2016,22943
CHL,2016,22892
IRL,2016,22449
UKR,2016,21478
NZL,2016,21048
PAK,2016,19930
ROU,2016,19805
THA,2016,18553
NGA,2016,18027
HUN,2016,17076
TUN,2016,13370
SRB,2016,12195
SVK,2016,11998
HRV,2016,11620
DZA,2016,10724
BGD,2016,10494
SVN,2016,9442
MAR,2016,8836
VNM,2016,8414
PER,2016,8103
BGR,2016,7450
CUB,2016,7450
ECU,2016,6598
IRQ,2016,6532
KEN,2016,6166
ARE,2016,5730
QAT,2016,5562
PHL,2016,5385
ETH,2016,5235
LTU,2016,5127
LUX,2016,4593
CRI,2016,4515
JOR,2016,4185
EST,2016,4141
GHA,2016,4082
VEN,2016,3982
KAZ,2016,3889
CYP,2016,3883
BLR,2016,3830
LBN,2016,3813
LKA,2016,3701
NPL,2016,3622
LVA,2016,3599
URY,2016,3419
PRI,2016,3174
CMR,2016,2601
UGA,2016,2539
MAC,2016,2439
TZA,2016,2392
BIH,2016,2362
MKD,2016,2347
OMN,2016,2192
KWT,2016,2106
BOL,2016,2071
ISL,2016,2060
AZE,2016,1985
CIV,2016,1848
SDN,2016,1761
ARM,2016,1711
TJK,2016,1450
GEO,2016,1443
MNG,2016,1406
SEN,2016,1351
PRY,2016,1350
BEN,2016,1324
UZB,2016,1315
ALB,2016,1302
ZWE,2016,1275
PAN,2016,1234
SSD,2016,1184
MDA,2016,1168
MLT,2016,1134
ZMB,2016,1039
MOZ,2016,1030
MMR,2016,996
BFA,2016,993
PSE,2016,972
YEM,2016,949
GTM,2016,890
BWA,2016,888
KHM,2016,884
MWI,2016,878
NIC,2016,866
MLI,2016,776
VGB,2016,767
REU,2016,760
MNE,2016,731
LBY,2016,718
COD,2016,711
BDI,2016,651
SYR,2016,649
TTO,2016,634
BHR,2016,628
BRN,2016,606
SLV,2016,591
NER,2016,568
RWA,2016,560
JAM,2016,552
DOM,2016,546
MDG,2016,532
GLP,2016,506
NAM,2016,489
FJI,2016,479
TGO,2016,413
COG,2016,403
MUS,2016,396
HND,2016,382
KGZ,2016,376
AGO,2016,360
LAO,2016,323
GRD,2016,301
PYF,2016,296
STP,2016,295
GUF,2016,293
MTQ,2016,255
NCL,2016,255
GAB,2016,254
AFG,2016,246
PNG,2016,243
BRB,2016,235
LIE,2016,227
GMB,2016,220
KNA,2016,219
SLE,2016,219
MCO,2016,202
GRL,2016,194
SOM,2016,166
CUW,2016,150
GIN,2016,146
GUM,2016,140
GNB,2016,139
GUY,2016,139
HTI,2016,123
MDV,2016,121
ATG,2016,115
SWZ,2016,113
BTN,2016,112
CPV,2016,108
BHS,2016,104
FRO,2016,102
PRK,2016,100
TCD,2016,97
LBR,2016,95
LSO,2016,92
MRT,2016,86
ERI,2016,85
CYM,2016,80
SUR,2016,77
VIR,2016,77
ASM,2016,70
SYC,2016,68
CAF,2016,66
TKM,2016,64
SJM,2016,63
GIB,2016,62
SMR,2016,62
DMA,2016,61
ABW,2016,59
BLZ,2016,56
BMU,2016,54
USA,2013,926288
CHN,2013,655059
GBR,2013,261704
FRA,2013,231174
DEU,2013,225646
JPN,2013,174227
IND,2013,143998
CAN,2013,132948
BRA,2013,132262
ITA,2013,123942
ESP,2013,118190
AUS,2013,116392
KOR,2013,98197
POL,2013,75036
NLD,2013,73644
RUS,2013,68610
CHE,2013,55456
IRN,2013,54510
BEL,2013,49517
TWN,2013,48116
TUR,2013,46000
SWE,2013,44271
DNK,2013,39969
MEX,2013,35949
IDN,2013,33702
PRT,2013,31376
AUT,2013,29646
MYS,2013,28909
CZE,2013,26072
ZAF,2013,25946
ISR,2013,25312
NOR,2013,23739
GRC,2013,23337
FIN,2013,23033
COL,2013,22725
SGP,2013,21975
ARG,2013,21927
HKG,2013,19857
EGY,2013,19677
IRL,2013,18603
NZL,2013,17912
ROU,2013,16656
SAU,2013,16324
CHL,2013,15394
UKR,2013,14896
THA,2013,14606
HUN,2013,14081
PAK,2013,13567
NGA,2013,13536
HRV,2013,10017
SRB,2013,9723
SVK,2013,9684
TUN,2013,9375
SVN,2013,8029
BGD,2013,7815
DZA,2013,7643
MAR,2013,7027
CUB,2013,6172
BGR,2013,5977
PER,2013,5826
VNM,2013,5537
IRQ,2013,4511
LTU,2013,4306
LUX,2013,4232
KEN,2013,4109
VEN,2013,4054
PHL,2013,3966
EST,2013,3717
ARE,2013,3709
JOR,2013,3427
CRI,2013,3336
NPL,2013,3292
QAT,2013,3275
ETH,2013,3256
LVA,2013,3054
LKA,2013,3028
BLR,2013,2924
LBN,2013,2887
CYP,2013,2788
GHA,2013,2760
URY,2013,2425
PRI,2013,2371
ECU,2013,2323
KAZ,2013,2136
UGA,2013,2069
TJK,2013,2064
MNG,2013,1961
TZA,2013,1941
MKD,2013,1925
CMR,2013,1854
BIH,2013,1716
ISL,2013,1644
OMN,2013,1637
KWT,2013,1574
ARM,2013,1488
BOL,2013,1486
ZWE,2013,1480
MAC,2013,1460
CIV,2013,1418
ALB,2013,1233
AZE,2013,1189
SEN,2013,1144
SDN,2013,1139
BEN,2013,1098
YEM,2013,949
SSD,2013,937
PAN,2013,901
UZB,2013,893
GEO,2013,892
PRY,2013,832
ZMB,2013,793
PSE,2013,783
MLT,2013,772
MDA,2013,769
MOZ,2013,735
GTM,2013,727
MMR,2013,725
BFA,2013,711
VGB,2013,695
KHM,2013,693
MWI,2013,671
BWA,2013,666
BHR,2013,653
REU,2013,646
MLI,2013,625
SYR,2013,607
NIC,2013,544
LBY,2013,540
BDI,2013,534
JAM,2013,525
MNE,2013,517
NER,2013,471
GLP,2013,470
TTO,2013,460
RWA,2013,457
COD,2013,447
MDG,2013,414
SLV,2013,394
BRN,2013,383
DOM,2013,376
FJI,2013,350
MUS,2013,339
COG,2013,296
HND,2013,296
NAM,2013,287
LAO,2013,249
TGO,2013,237
GAB,2013,236
KGZ,2013,215
AGO,2013,210
PNG,2013,196
STP,2013,187
GRD,2013,186
BRB,2013,185
NCL,2013,184
GMB,2013,182
LIE,2013,182
GUF,2013,181
SOM,2013,165
MCO,2013,160
PYF,2013,158
MTQ,2013,156
GRL,2013,151
AFG,2013,150
ATG,2013,133
GUM,2013,126
MDV,2013,117
BHS,2013,112
CUW,2013,107
SLE,2013,101
HTI,2013,94
SWZ,2013,94
GIN,2013,92
BMU,2013,90
BLZ,2013,85
GNB,2013,85
KNA,2013,85
PRK,2013,78
CPV,2013,77
BTN,2013,72
LSO,2013,70
ASM,2013,67
SYC,2013,65
TCD,2013,63
ERI,2013,58
CYM,2013,56
CAF,2013,55
SMR,2013,55
LBR,2013,54
MRT,2013,53
VIR,2013,51
ABW,2013,49
FRO,2013,49
GUY,2013,48
VAT,2013,45
GIB,2013,41
VUT,2013,40
SUR,2013,35
DJI,2013,34
USA,2014,953976
CHN,2014,623960
GBR,2014,269777
FRA,2014,240636
DEU,2014,235852
JPN,2014,178267
IND,2014,165999
BRA,2014,149401
CAN,2014,140373
ITA,2014,129148
ESP,2014,125757
AUS,2014,121538
KOR,2014,100785
POL,2014,81926
RUS,2014,79734
NLD,2014,75976
IRN,2014,62926
CHE,2014,58134
TUR,2014,53754
BEL,2014,52159
TWN,2014,47982
SWE,2014,47406
DNK,2014,41652
IDN,2014,41104
MEX,2014,39573
PRT,2014,34717
MYS,2014,33844
AUT,2014,31085
CZE,2014,30164
ZAF,2014,28910
ISR,2014,25905
NOR,2014,25595
GRC,2014,24910
FIN,2014,24433
SGP,2014,23873
ARG,2014,23446
COL,2014,23393
EGY,2014,22655
HKG,2014,21246
SAU,2014,20029
ROU,2014,19504
IRL,2014,19290
NZL,2014,18903
CHL,2014,17101
THA,2014,16684
NGA,2014,16678
UKR,2014,16243
HUN,2014,15833
PAK,2014,15575
SVK,2014,11352
SRB,2014,10945
HRV,2014,10595
TUN,2014,10352
PER,2014,10291
BGD,2014,9253
DZA,2014,8585
SVN,2014,8517
MAR,2014,8350
BGR,2014,6888
CUB,2014,6710
VNM,2014,6439
LTU,2014,5633
KEN,2014,5135
PHL,2014,4722
IRQ,2014,4634
ETH,2014,4591
LUX,2014,4489
QAT,2014,4178
ARE,2014,4150
VEN,2014,4030
EST,2014,4009
JOR,2014,3783
CRI,2014,3645
LVA,2014,3535
GHA,2014,3421
BLR,2014,3420
NPL,2014,3389
ECU,2014,3104
LBN,2014,3078
LKA,2014,3026
CYP,2014,2895
KAZ,2014,2874
MNG,2014,2683
PRI,2014,2661
URY,2014,2653
UGA,2014,2530
TZA,2014,2511
TJK,2014,2213
CMR,2014,2160
MKD,2014,2142
OMN,2014,1886
BIH,2014,1876
ISL,2014,1789
MAC,2014,1766
KWT,2014,1740
BOL,2014,1674
CIV,2014,1629
ZWE,2014,1555
ARM,2014,1467
ALB,2014,1387
SDN,2014,1335
AZE,2014,1322
SEN,2014,1295
YEM,2014,1064
BEN,2014,1059
GEO,2014,1024
PAN,2014,1009
MOZ,2014,988
SSD,2014,988
UZB,2014,973
ZMB,2014,929
MLT,2014,922
PRY,2014,899
VGB,2014,888
PSE,2014,876
KHM,2014,875
MMR,2014,836
MDA,2014,831
BFA,2014,781
MWI,2014,771
BWA,2014,743
GTM,2014,729
MLI,2014,687
LBY,2014,667
NIC,2014,661
RWA,2014,661
BHR,2014,646
BDI,2014,644
REU,2014,641
MNE,2014,632
SYR,2014,604
JAM,2014,601
COD,2014,574
TTO,2014,561
DOM,2014,546
NER,2014,512
MDG,2014,483
GLP,2014,481
BRN,2014,476
FJI,2014,419
NAM,2014,403
AGO,2014,377
HND,2014,354
SLV,2014,345
GAB,2014,330
COG,2014,328
MUS,2014,307
NCL,2014,303
LAO,2014,291
TGO,2014,290
GRD,2014,247
KGZ,2014,244
PNG,2014,240
GMB,2014,219
PYF,2014,214
STP,2014,202
GUF,2014,201
MTQ,2014,200
BRB,2014,194
LIE,2014,190
AFG,2014,177
KNA,2014,175
GRL,2014,173
SOM,2014,169
MCO,2014,162
CUW,2014,145
ATG,2014,139
GUM,2014,126
GNB,2014,111
HTI,2014,103
MDV,2014,102
GIN,2014,98
SWZ,2014,98
BHS,2014,97
ASM,2014,95
PRK,2014,92
SLE,2014,89
BTN,2014,82
LSO,2014,82
GIB,2014,79
FRO,2014,77
TCD,2014,77
CAF,2014,74
CPV,2014,72
BLZ,2014,69
SYC,2014,66
VIR,2014,63
LBR,2014,58
MRT,2014,55
CYM,2014,50
TKM,2014,45
BMU,2014,44
GUY,2014,43
MSR,2014,43
DJI,2014,41
SJM,2014,41
AND,2014,39
ABW,2014,39
SMR,2014,38
USA,2018,1129465
CHN,2018,615978
GBR,2018,319240
DEU,2018,277585
FRA,2018,272112
IND,2018,233857
BRA,2018,213236
JPN,2018,189313
IDN,2018,181392
CAN,2018,160591
ITA,2018,151982
ESP,2018,150037
AUS,2018,143602
RUS,2018,140597
KOR,2018,101779
POL,2018,93322
NLD,2018,89820
IRN,2018,87191
TUR,2018,79914
CHE,2018,69916
BEL,2018,58158
SWE,2018,55940
MEX,2018,53219
DNK,2018,47490
MYS,2018,45038
PRT,2018,43196
TWN,2018,43064
AUT,2018,40000
EGY,2018,37362
UKR,2018,34240
ZAF,2018,34191
CZE,2018,33632
NOR,2018,33451
GRC,2018,30554
ARG,2018,30541
ISR,2018,30432
FIN,2018,29746
COL,2018,29666
PAK,2018,29518
SAU,2018,29423
SGP,2018,28353
HKG,2018,26394
NGA,2018,25360
CHL,2018,24652
IRL,2018,23028
ROU,2018,22188
THA,2018,22095
NZL,2018,22063
HUN,2018,18829
TUN,2018,15440
DZA,2018,14137
BGD,2018,13733
SRB,2018,12803
HRV,2018,12592
IRQ,2018,12361
VNM,2018,12307
SVK,2018,12282
ECU,2018,11614
MAR,2018,11415
PER,2018,10461
SVN,2018,10073
BGR,2018,9185
ARE,2018,9078
CUB,2018,8371
ETH,2018,8007
KEN,2018,7906
PHL,2018,7770
LTU,2018,6331
QAT,2018,5794
JOR,2018,5767
KAZ,2018,5753
NPL,2018,5658
GHA,2018,5249
LUX,2018,5080
LBN,2018,4951
LKA,2018,4811
CYP,2018,4806
BLR,2018,4658
CRI,2018,4591
EST,2018,4538
LVA,2018,4203
URY,2018,3770
PRI,2018,3708
VEN,2018,3656
CMR,2018,3306
UGA,2018,3137
MAC,2018,3126
BIH,2018,3070
TZA,2018,2954
OMN,2018,2716
KWT,2018,2698
AZE,2018,2549
MKD,2018,2463
ISL,2018,2367
BOL,2018,2343
CIV,2018,2277
SDN,2018,2138
BEN,2018,1913
TJK,2018,1911
ARM,2018,1843
SEN,2018,1701
MNG,2018,1690
UZB,2018,1653
ZWE,2018,1584
PRY,2018,1572
GEO,2018,1547
MDA,2018,1508
PAN,2018,1506
MLT,2018,1480
MOZ,2018,1476
KHM,2018,1403
YEM,2018,1367
MMR,2018,1364
PSE,2018,1332
ALB,2018,1328
BFA,2018,1238
ZMB,2018,1231
SSD,2018,1229
GTM,2018,1182
MWI,2018,1119
BWA,2018,1114
MLI,2018,1069
NIC,2018,1044
LBY,2018,1021
BHR,2018,995
MNE,2018,986
COD,2018,962
SLV,2018,912
BDI,2018,842
RWA,2018,824
SYR,2018,774
BRN,2018,770
REU,2018,759
DOM,2018,717
VGB,2018,685
NER,2018,672
TTO,2018,672
KGZ,2018,629
MDG,2018,611
FJI,2018,604
NAM,2018,594
TGO,2018,556
MUS,2018,532
JAM,2018,530
HND,2018,519
AFG,2018,502
GLP,2018,497
COG,2018,495
ATG,2018,419
LAO,2018,416
AGO,2018,395
SOM,2018,374
NCL,2018,373
GRD,2018,372
PYF,2018,358
GUF,2018,347
GAB,2018,285
MTQ,2018,275
PNG,2018,269
KNA,2018,260
GMB,2018,245
BRB,2018,237
LIE,2018,237
MCO,2018,225
GRL,2018,211
STP,2018,208
MDV,2018,206
SLE,2018,200
GIN,2018,188
GNB,2018,181
SWZ,2018,180
CUW,2018,170
BTN,2018,161
TKM,2018,150
FRO,2018,148
GUM,2018,146
BHS,2018,139
PRK,2018,134
HTI,2018,132
GUY,2018,129
MRT,2018,122
TCD,2018,119
LBR,2018,108
SUR,2018,101
ERI,2018,96
VAT,2018,96
LSO,2018,95
VIR,2018,95
CPV,2018,94
CYM,2018,94
CAF,2018,86
TLS,2018,83
SYC,2018,78
ASM,2018,76
SMR,2018,75
GIB,2018,65
SJM,2018,65
BLZ,2018,64
ABW,2018,55
USA,2021,1331824
CHN,2021,901994
GBR,2021,384456
IND,2021,347964
IDN,2021,333374
DEU,2021,318740
FRA,2021,275858
BRA,2021,248182
RUS,2021,218181
JPN,2021,203200
CAN,2021,199796
ITA,2021,198424
ESP,2021,184091
AUS,2021,165697
TUR,2021,129214
KOR,2021,121191
IRN,2021,106753
NLD,2021,105988
POL,2021,91497
CHE,2021,88346
SWE,2021,67241
BEL,2021,62854
MYS,2021,61343
MEX,2021,60989
EGY,2021,60944
SAU,2021,59232
PRT,2021,57974
PAK,2021,57019
TWN,2021,54072
UKR,2021,53918
DNK,2021,52202
AUT,2021,47977
ZAF,2021,44917
NOR,2021,44174
NGA,2021,42909
GRC,2021,41656
CZE,2021,41418
ISR,2021,38715
HKG,2021,36582
FIN,2021,36374
COL,2021,35800
SGP,2021,34899
ARG,2021,33821
CHL,2021,31009
IRL,2021,30870
THA,2021,29086
ROU,2021,28853
NZL,2021,26302
IRQ,2021,25981
BGD,2021,25065
HUN,2021,24924
VNM,2021,24463
TUN,2021,20615
PER,2021,18813
MAR,2021,17312
DZA,2021,16679
ECU,2021,16578
ARE,2021,16309
ETH,2021,16040
UZB,2021,15388
SVK,2021,15126
SRB,2021,14957
HRV,2021,14651
SVN,2021,12942
PHL,2021,12923
BGR,2021,12231
KEN,2021,11785
KAZ,2021,11148
NPL,2021,10251
CUB,2021,10138
JOR,2021,9479
GHA,2021,9467
QAT,2021,8822
LKA,2021,8669
CYP,2021,8253
LTU,2021,7830
BLR,2021,6837
LBN,2021,6539
EST,2021,6395
CRI,2021,5967
CMR,2021,5709
LVA,2021,5619
MAC,2021,5546
URY,2021,5277
UGA,2021,5243
LUX,2021,5049
TZA,2021,4999
OMN,2021,4718
PRI,2021,4617
VEN,2021,4466
KWT,2021,4027
BIH,2021,3952
AZE,2021,3883
TJK,2021,3658
SDN,2021,3609
GEO,2021,3454
BOL,2021,3450
CIV,2021,3156
MKD,2021,3150
ISL,2021,3119
YEM,2021,2967
MOZ,2021,2848
ZWE,2021,2790
ARM,2021,2671
MNG,2021,2655
MDA,2021,2621
KHM,2021,2593
SEN,2021,2578
BEN,2021,2391
SSD,2021,2389
PRY,2021,2289
ZMB,2021,2273
PSE,2021,2222
KGZ,2021,2210
LBY,2021,2117
BHR,2021,2113
PAN,2021,2062
MLT,2021,2004
ALB,2021,1944
COD,2021,1840
MWI,2021,1795
BFA,2021,1774
RWA,2021,1773
GTM,2021,1684
SYR,2021,1652
MMR,2021,1630
BWA,2021,1469
BRN,2021,1459
MNE,2021,1262
ATG,2021,1234
MLI,2021,1221
NIC,2021,1221
BDI,2021,1200
DOM,2021,1165
AFG,2021,1135
MDG,2021,1001
TTO,2021,970
NAM,2021,964
REU,2021,918
SOM,2021,903
HND,2021,872
SLV,2021,868
COG,2021,865
AGO,2021,858
FJI,2021,855
TGO,2021,817
JAM,2021,780
VGB,2021,742
NER,2021,740
MUS,2021,668
LAO,2021,635
GMB,2021,572
GLP,2021,550
GAB,2021,502
GRD,2021,497
BTN,2021,487
KNA,2021,466
PNG,2021,452
GIN,2021,445
SLE,2021,433
GUF,2021,406
STP,2021,406
NCL,2021,372
BRB,2021,363
MDV,2021,362
MCO,2021,345
PYF,2021,325
MTQ,2021,322
SWZ,2021,273
GRL,2021,268
LIE,2021,257
PRK,2021,252
TCD,2021,232
GNB,2021,230
GUM,2021,228
HTI,2021,227
GUY,2021,224
BHS,2021,208
CUW,2021,204
LSO,2021,203
TKM,2021,196
CYM,2021,184
LBR,2021,173
FRO,2021,168
SUR,2021,144
ERI,2021,141
MRT,2021,139
SYC,2021,133
VIR,2021,133
CPV,2021,131
TLS,2021,126
BLZ,2021,108
CAF,2021,108
GIB,2021,104
SXM,2021,104
SMR,2021,100
WSM,2021,98
TON,2021,86
ASM,2021,73
USA,2023,1279871
CHN,2023,1130098
IDN,2023,448540
IND,2023,417614
GBR,2023,366350
DEU,2023,319164
FRA,2023,271633
BRA,2023,244634
ITA,2023,208472
JPN,2023,198005
ESP,2023,191922
CAN,2023,187922
RUS,2023,176306
AUS,2023,159203
TUR,2023,145673
KOR,2023,128923
NLD,2023,107263
CHE,2023,91833
POL,2023,91757
IRN,2023,88280
SAU,2023,74072
SWE,2023,67760
MYS,2023,67083
MEX,2023,66074
PAK,2023,65793
BEL,2023,65450
EGY,2023,65366
PRT,2023,62286
UKR,2023,57060
DNK,2023,54457
TWN,2023,54227
AUT,2023,48667
ZAF,2023,47248
NOR,2023,46239
NGA,2023,45342
HKG,2023,45001
CZE,2023,42006
IRQ,2023,38848
GRC,2023,38556
ISR,2023,38137
FIN,2023,36407
SGP,2023,35733
COL,2023,35129
THA,2023,32466
ARG,2023,31705
CHL,2023,31512
IRL,2023,30888
ROU,2023,29990
BGD,2023,28785
HUN,2023,28076
VNM,2023,27396
NZL,2023,24493
ARE,2023,23432
MAR,2023,21466
PER,2023,20718
ECU,2023,19814
PHL,2023,18695
ETH,2023,17420
UZB,2023,16973
TUN,2023,16187
DZA,2023,15390
SRB,2023,15288
SVK,2023,14698
HRV,2023,14612
KAZ,2023,14535
JOR,2023,13987
BGR,2023,13134
